work_id,conference_label,conference_short_title,conference_theme_title,conference_year,conference_organizers,conference_series,conference_hosting_institutions,conference_city,conference_state,conference_country,conference_url,work_title,work_url,work_authors,work_type,parent_work_id,keywords,languages,topics,cld3,cld2,cld3vscld2
69,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,"Books into Bytes: The ""Deutsches Wörterbuch"" on CD-ROM and on the Internet",NA,Ruth Christmann,poster / demo / art installation,NA,NA,NA,NA,en,en,same
70,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Construction of Russian Corpus-Driven Dictionary Based and Monitor Corpora,NA,Serge A. Yablonsky,poster / demo / art installation,NA,NA,NA,NA,en,en,same
71,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,The MATE Workbench - a Tool for XML Corpus Annotation,NA,Amy Isard;David McKelvie;Andreas Mengel;Morten Baun Moeller,poster / demo / art installation,NA,NA,NA,NA,en,en,same
72,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Austrian Academy Corpus - Doing literary markup by means of XML,NA,Karlheinz Moerth;Hanno Biber,poster / demo / art installation,NA,NA,NA,NA,en,en,same
73,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,The Humanities Computing Job Market,NA,Allen Renear;Robin Cover;Julia Flanders;Lorna Hughes;Matthew Kirschenbaum;Wendell Piez;Geoffrey Rockwell,panel / roundtable,NA,NA,NA,NA,NA,en,NA
74,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Textbases and Databases: Integrating Library Catalogs with Digital Libraries,NA,Perry Willett,paper,NA,NA,NA,NA,en,en,same
75,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Mapping 18th Century Structures of Knowledge: the Renvois System in Diderot's Encyclopédie,NA,Gilles Blanchard;Mark Olsen,paper,NA,NA,NA,NA,en,en,same
76,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Multi Dimensions Concept-Based Information Retrieval System,NA,Zainal A. Hasibuan,paper,NA,NA,NA,NA,en,en,same
77,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Image Analysis as a Tool for Automating the Integration of Editorial Hypertext with Facsimile-based Digital Editions: the Experience of the Electronic Edition of Ruskin's Modern Painters I,NA,Lawrence Woof,paper,NA,NA,NA,NA,en,en,same
78,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Automatical Text Aligning in a Parallel Text Corpus,NA,Mikhail Mikhailov,poster / demo / art installation,NA,NA,NA,NA,en,en,same
79,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,A Pilot Study in the Use of E-Books for Learning,NA,Norshuhada Shiratuddin;Monica Landoni,poster / demo / art installation,NA,NA,NA,NA,en,en,same
80,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Developing and Teaching with Computer-based Courseware in History: the History Courseware Consortium,NA,Ian Anderson,poster / demo / art installation,NA,NA,NA,NA,en,en,same
81,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Griffith in Context: a Multimedia Exploration of The Birth of a Nation,NA,Gregory VanHoosier-Carey;Ellen Strain,poster / demo / art installation,NA,NA,NA,NA,en,en,same
82,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Developing a User Interface for the Historical Thesaurus of English Ingres Database,NA,Irené Wotherspoon,paper,7841,NA,NA,NA,en,en,same
83,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,The Electronic Scottish National Dictionary: Work in Progress,NA,Susan Rennie,paper,7841,NA,NA,NA,en,en,same
84,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Early Dictionaries of English and Historical Corpora,NA,Anne McDermott,paper,7841,NA,NA,NA,en,en,same
85,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Supporting Digital Scholarship: a Project Funded by the Andrew W. Mellon Foundation,NA,John Unsworth;Worthy Martin;Thornton Staples;Ken Price,panel / roundtable,NA,NA,NA,NA,en,en,same
86,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,The Role of the Scholarly Associations in Humanities Education,NA,Harold Short;Elisabeth Burr;Laszlo Hunyadi;Susan Hockey;Stuart Lee;Lisa Lena Opas-Hänninen;Allen Renear;David Robey,panel / roundtable,NA,NA,NA,NA,en,en,same
87,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,New Tools for Learners,NA,Larry L. Stewart;Peter L. Havholm,poster / demo / art installation,NA,NA,NA,NA,en,en,same
88,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Enriching Drawing,NA,Robin Shaw,poster / demo / art installation,NA,NA,NA,NA,jv,en,different
89,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Caught in the Decameron Web: New Tools for Scholars and Teachers,NA,Michael J. Hemment;Massimo Riva;Giovanna Roz Gastald;Michael Papio,poster / demo / art installation,NA,NA,NA,NA,en,en,same
90,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Like a Bird on a Wire: WWW and Remote Learners in British Columbia,NA,Deneka MacDonald;Stan Beeler,poster / demo / art installation,NA,NA,NA,NA,en,en,same
91,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,On Consensus between Tree-representations of Linguistic Data,NA,Michel Juillard;Xuan Luong,paper,NA,NA,NA,NA,en,en,same
92,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,An Electronic Lexicon of Nominalizations: NOMLEX,NA,Catherine Macleod;Ralph Grishman;Adam Meyers,paper,NA,NA,NA,NA,en,en,same
93,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,CAT : A Jurilinguistic Application of Automatic Speech to Text Transcription,NA,Benjamin K. T'sou;K. K. Sin;Samuel W.K. Chan;Tom B. Y. Lai;Lawrence Y.L. Cheung;K. T. Ko;Gary K.K. Chan,paper,NA,NA,NA,NA,NA,en,NA
94,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Shouting and Screaming: Manner and Noise Verbs in Communication,NA,Margaret Urban;Josef Ruppenhofer,paper,NA,NA,NA,NA,en,en,same
95,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,The Style-Marker Mapping Project: a Rationale and Progress Report,NA,Joseph Rudman,paper,NA,NA,NA,NA,en,en,same
96,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Comparative Study of the Lexical and Orthographic Variety in the Mediæval Slavonic Psalter,NA,Milena Dobreva;Monia Camuglia,paper,NA,NA,NA,NA,en,en,same
97,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Subject Specific Search Engines for the Humanities,NA,Brian Hancock,poster / demo / art installation,NA,NA,NA,NA,en,en,same
98,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,The Academic vs. Subject Corpus: Development of Criteria for the Teaching of ESP According to Lexical Needs in Spanish Polytechnic Courses,NA,Alejandro Curado Fuentes,poster / demo / art installation,NA,NA,NA,NA,en,en,same
99,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Hyperfiction Reading Research: An Experiment in Method,NA,Colin Gardner,poster / demo / art installation,NA,NA,NA,NA,en,en,same
100,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Hyperlectures: Teaching Postmodern Culture on the Web,NA,Licia Calvi,poster / demo / art installation,NA,NA,NA,NA,en,en,same
101,2000 - Glasgow,Glasgow,NA,2000,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,University of Glasgow,Glasgow,Scotland,United Kingdom,https://web.archive.org/web/20190421230852/https://www.arts.gla.ac.uk/allcach2k/,Preservation of Emotional Tone Patterns In Human and Machine Translations Between English and French,NA,Clifford Anderson,poster / demo / art installation,NA,NA,NA,NA,en,en,same
102,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Reality Check: Projects and Prospects in Digital Humanities,NA,Johanna Drucker,keynote / plenary,NA,NA,NA,NA,en,en,same
103,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,What's Interesting for Humanities Computing About Whitman's Poetry Manuscripts?,NA,Ed Folsom;John Unsworth;Alice Rutkowski;Terence Catapano;Brett Barney,panel / roundtable,NA,ead;sgml-encoding,NA,NA,en,en,same
104,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,"Beyond the Web: TEI and the Ebook Revolution""",NA,Matthew Gibson;Christine Ruotolo,paper,NA,ebooks;tei;xml,NA,NA,en,en,same
105,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Dancing with DALF: Towards a Digital Archive of Letters written by Flemish authors and composers in the 19th and 20th century,NA,Edward Vanhoutte,paper,NA,digital archive;scholarly letter editing;tei,NA,NA,en,en,same
106,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Introducting Phelix: an open XML database system,NA,Lou Burnard,paper,NA,cataloguing systems;tei;xml database,NA,NA,NA,en,NA
107,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,International Strategic & Policy Issues in Networking Digital Resources in the Humanities,NA,Lorna Hughes;David Green;Chuck (Charles) Henry;Stan Katz,panel / roundtable,NA,NA,NA,NA,en,en,same
108,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Image Retrieval Knowledge and Art History Curriculum in the Digital Age,NA,Hsin-Liang Chen,paper,NA,art history;image retrieval;image seeking behavior,NA,NA,en,en,same
109,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Mimetic Metadata: Linguistic Representations of Visual Objects in Image-Based Electronic Projects,NA,Kari Kraus,paper,NA,image description;metadata;mimesis,NA,NA,en,en,same
110,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Digital Pedagogy in Film and Media Studies,NA,Mark Duguid,paper,NA,digital video;film studies;pedagogy,NA,NA,af,en,different
111,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Building flexible language-learning systems: Perl and HTML vs. XML and XSL,NA,Sarah Porter;Sophie Clarke;Paul Groves;Peter Karas;Paul Trafford,paper,NA,language-learning;system design;users,NA,NA,en,en,same
112,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,The Time Course of Language Change,NA,Patrick Juola,paper,NA,document categorization;information theory;language change,NA,NA,en,en,same
113,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Building spell-checking facilities for ancient Spanish,NA,Alejandro Bia;Manuel Sanchez-Quero,paper,NA,automatic learning;dictionaries;digital libraries;nlp resources;spell-checking,NA,NA,en,en,same
114,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,The Evolution of Standard written English: A Corpus approac,NA,Simon Horobin,paper,NA,corpus;middle english;standardisation,NA,NA,NA,en,NA
115,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,By the Orlando Project,NA,Susan Brown;Isobel Grundy;Patricia Clements;Renée Elio;Sharon Balazs;Rebecca Cameron;Dave Gomboc;Allen H. Renear;Paula Rosinski,paper,NA,encoding;literary history;semantics,NA,NA,en,en,same
116,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,"The DIY commentary; or, what the reference and the link told each other",NA,Willard McCarty,paper,NA,commentary;hypertext;modelling,NA,NA,en,en,same
117,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,NGSW: Putting Voices Online,NA,Dean Rehberger,paper,NA,history;rhetoric;voice,NA,NA,en,en,same
118,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,"Creating Reflecting Interfaces: Discipline, Project, and Audience Specific Internet Archives",NA,Michael Fegan,paper,NA,database;interface;rhetoric,NA,NA,en,en,same
119,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Forensic Technologies and the Tracing of Identities,NA,Joy Palmer,paper,NA,body;culture;imaging,NA,NA,en,en,same
120,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Disciplining the Traditional Student Subject in Computer-Composition,NA,Tasha Eccles,paper,NA,hypertext;rhetoric;subjectivity,NA,NA,en,en,same
121,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,The W3C Consortium and Standards,NA,Allen H. Renear;C. Michael Sperberg-McQueen;John Unsworth,panel / roundtable,NA,NA,NA,NA,en,en,same
122,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,The MA in Electronic Communication and Publishing at UCL,NA,Iain Brown,paper,NA,digital media;teaching,NA,NA,en,en,same
123,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,The M.Phil in History and Computing at the University of    Glasgow,NA,Donald Spaeth,paper,NA,computers in history;research training;teaching,NA,NA,en,en,same
124,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,"Toward a Dynamic, Generative Evaluation Toolbox: a Roundtable",NA,Lisa Antonille;LeeEllen Friedland;Kenneth Price;Susan Schreibman;Lara Vetter;George Williams,panel / roundtable,NA,evaluation;goals;quality,NA,NA,en,en,same
125,2001 - New York University,New York University,NA,2001,ACH;ALLC,ACH/ALLC;ACH/ICCH;ALLC/EADH,New York University,New York,NY,United States,https://web.archive.org/web/20011127030143/http://www.nyu.edu/its/humanities/ach_allc2001/,Categorisation techniques in computer assisted reading and analysis of texts (CARAT) in the humanities,NA,Jean-Frédéric de Pasquale;Jean-Guy Meunier,paper,NA,automatic text categorization;text analysis;text classification,NA,NA,en,en,same
